id,fac,rut,estadoprod,proveedor,producto,clase_modelo,costo_UF,valor_UF,Tipo_Pago,n_pagador,vendedor,fecha_contrato,meses_contrato,meses_renovacion,fecha_factura,fecha_inst_fac,codigo_servicio,ip,gw,ip_router,modelo_router,dir_inst,comentarios
334,15,99.556.110-7,de baja,tna solutions solutions,did adicional,DID - Dentidesk,0,0.2,mensual,,,,,,06-06-18,08-06-18,,,,,,,
335,16,76129526-4,activo,tna solutions,soporte,1.5 Hrs. semanales La Dehesa,0,4.5,mensual,Romina,,,,,11-06-18,11-06-18,,,,,,,"Sucursal La Dehesa: Av. Jose Alcalde Delano 10581, Local 1005, Lo Barnechea"
336,17,76.534.218-k,activo,didww,did adicional,DID USA Philadelpia,0.1,0.55,mensual,,,,,,10-01-90,,,,,,,,
337,18,76.874.538-2,activo,tna solutions,reseller,30 GB,0,0.72,mensual,,,,,,10-01-90,,,,,,,,"Espacio:	30 GB  Dominios IS2.cl - grupobox.cl - inversionesmagnolio.cl - lasierradechicureo.cl"
338,19,76.874.538-2,activo,tna solutions,telefonia ip,500 Min,0.46,0.6,mensual,,,,,,10-01-90,,,,,,,,"Servicio de Central Telefonica Virtual,  Incluye: - Hasta 5 DID (números telefónicos) - Hasta 50 Anexos"
339,20,76.851.556-5,activo,tna solutions,reseller,Reseller 15 GB - Anual,0,5,anual,Romina,,,,,13-06-18,15-06-18,,,,,,,
340,21,76.466.204-0,gasto,telefonica chile,gasto,celulares,4,0,mensual,,mam,,,,10-01-90,,,,,,,,
341,22,76.466.204-0,gasto,tna solutions,gasto,Bsale,2,0,mensual,,mam,,,,10-01-90,,,,,,,,
342,23,53.322.521-7,activo,tna solutions,enlace dedicado,100/10 MB,0,0.92,mensual,,romina,,,,10-01-90,,,,,,,,
343,24,53.322.521-7,activo,tna solutions,telefonia ip,1k min,0.69,0.3,mensual,,romina,,,,10-01-90,,,,,,,,
344,25,53.322.521-7,activo,tna solutions,equipo en arriendo,T21P,0,0.07,mensual,,romina,,,,10-01-90,,,,,,,,
345,26,96.841.500-K,de baja,gtd teleductos,enlace dedicado,UP a 100-10,1.4,4.67,mensual,,,,,,10-01-90,,401574,,,,,Maria Josefina S/N Lote 2-05 Parque Industrial,de baja 11-18
346,27,76.795.930-3,de baja,tna solutions,telefonia ip,2k min,1.4,2,mensual,Romina,,,,,10-01-90,,,,,,,,
347,28,76.466.204-0,gasto,tna solutions,gasto,Dyn DNS,0.09,0,mensual,,mam,,,,10-01-90,,,,,,,,
348,29,76.607.184-8,activo,gtd teleductos,enlace dedicado, 1GB,20,40,mensual,FIIL 738572,romina,17-10-18,36,,10-01-90,17-10-18,528985,,,,,"Queule 2642, La Pintana",20 uf costo GB + 3 uf cruzada ifx
351,32,76.371.767-4,activo,tna solutions,telefonia ip,1000 min,0.74,1.12,mensual,Romina,romina,,,,10-01-90,,3cx -  XLO2-UBT5-EKLI-TSOW,,,,,,
352,33,76.371.767-4,activo,tna solutions,telefonia ip,2.000 min,0.78,0.98,mensual,Romina,romina,,,,10-01-90,,3cx -  XLO2-UBT5-EKLI-TSOW,,,,,,
353,34,76.371.767-4,activo,tna solutions,vps,15 GB,0,0.9,mensual,Romina,romina,,,,10-01-90,,,,,,,,
354,35,76.371.767-4,activo,tna solutions,telefonia ip,Pack Grabación PBX 10 canales,0,1.9,mensual,Romina,romina,,,,10-01-90,,,,,,,,
355,36,76.371.767-4,activo,tna solutions,did adicional,DID premium,0,0.64,mensual,Romina,romina,,,,10-01-90,,,,,,,,
356,37,76.534.218-k,activo,tna solutions,hosting,3 GB,0,1.8,anual,,,,,,10-01-90,11-07-18,,,,,,,
357,38,76.371.767-4,activo,tna solutions,sms,SMS service,0,2.8,mensual,Romina,romina,,,,,,,,,,,,
358,39,76.776.354-9,en traslado,telefonica empresas,enlace dedicado,PRO 10/10,2.03,2.63,mensual,201810484,romina,28-09-18,36,,,01-10-18,PSXTIE25954,,,,,"Manquehue Norte 151, Oficina 509, Las Condes.",
359,40,76.776.354-9,de baja,tna solutions,telefonia ip,1000 min,0.7,0.98,mensual,,romina,,,,,,,,,,,,
360,41,76.776.354-9,de baja,tna solutions,equipo en arriendo,telefono T19,0,0.2,mensual,,romina,,,,,,,,,,,,
361,42,76.776.354-9,de baja,tna solutions,equipo en arriendo,Telefono T19,0,0.2,mensual,,romina,,,,,,,,,,,,
362,43,76.776.354-9,de baja,tna solutions,equipo en arriendo,Telefono T29 G,0,0.72,mensual,,romina,,,,,,,,,,,,
363,44,76.776.354-9,de baja,tna solutions,equipo en arriendo,Donge WIFI para T29G,0,0.13,mensual,,romina,,,,,,,,,,,,
365,46,76.776.354-9,de baja,tna solutions,equipo en arriendo,MKT HAP-LITE,0,0.15,mensual,,romina,,,,,,,,,,,,
366,47,76.776.354-9,de baja,telefonica chile,adsl,Talla L,1,2.63,mensual,228469289,romina,,,,,,228469289,,,,,,
367,48,76.800.329-7,activo,gtd teleductos,enlace dedicado,1GB/100,20,35,mensual,FIL 736898,romina,01-11-18,36,,15-11-18,15-11-18,527598,,,170.79.234.106,,"Luis Matte Larrain # 1839, Puente Alto",20 uf costo GB + 3 uf cruzada ifx
368,49,93.689.000-8,activo,tna solutions,soporte,1 visita 2 horas,0,4.62,mensual,MAO,,,,,,01-08-18,,,,,,,
369,50,76.547.955-k,de baja,telefonica empresas,enlace dedicado,PRO 10,0,2.63,mensual,,,17-12-18,,,,,,,,,,"Chañarcillo 1201, Maipu",
370,51,76.547.955-k,activo,tna solutions,telefonia ip,500 min,0.42,0.6,mensual,,romina,17-12-18,,,,17-12-18,,,,,,,
371,52,76.547.955-k,activo,tna solutions,equipo en arriendo,T19,0,0.2,mensual,,romina,17-12-18,,,,17-12-18,,,,,,,
372,53,76.547.955-k,activo,tna solutions,equipo en arriendo,MKT HAP LITE,0,0.15,mensual,,romina,17-12-18,,,,17-12-18,,,,,,,
373,54,76.778.319-1,activo,gtd teleductos,enlace dedicado,1GB/100,20,40,mensual,FIIL 738568,romina,17-10-18,36,,,17-10-18,528984,,,,,"Pasaje apóstol Bernabé 4201, Puente Alto.",20 uf costo GB + 3 uf cruzada ifx
374,55,53.322.521-7,activo,tna solutions,equipo en arriendo,T19 compartido ,0,0.07,mensual,,romina,,,,,,,,,,,,
375,56,53.322.521-7,activo,tna solutions,equipo en arriendo,T19 compartido ,0,0.07,mensual,,romina,,,,,,,,,,,,
376,57,53.322.521-7,activo,tna solutions,equipo en arriendo,T19 compartido ,0,0.07,mensual,,romina,,,,,,,,,,,,
377,58,53.322.521-7,activo,tna solutions,equipo en arriendo,T19 compartido ,0,0.07,mensual,,romina,,,,,,,,,,,,
378,59,53.322.521-7,activo,tna solutions,equipo en arriendo,T19 compartido ,0,0.07,mensual,,romina,,,,,,,,,,,,
379,60,53.322.521-7,activo,tna solutions,equipo en arriendo,T19 compartido ,0,0.07,mensual,,romina,,,,,,,,,,,,
380,61,53.322.521-7,activo,tna solutions,equipo en arriendo,T19 compartido ,0,0.07,mensual,,romina,,,,,,,,,,,,
381,62,53.322.521-7,activo,tna solutions,equipo en arriendo,MKT 3011 compartido,0,0.31,mensual,,romina,,,,,,,,,,,,
382,63,78.454.700-0,activo,tna solutions,telefonia ip,Licencia 3cx,17,27.5,anual,,mao,,,,,28-06-18,3cx - 83PS-MRR7-BYR8-I84I,,,,,,
383,64,76.466.204-0,gasto,pit chile,enlace dedicado,boca GB,4,0,mensual,FAC PIT 505,mao,,,,,01-01-18,Boca GB PIT,,,,,,
384,65,76.466.204-0,gasto,pit chile,enlace dedicado,Boca GB,4,0,mensual,FAC PIT 115,mao,,,,,01-01-18,Boca GB PIT,,,,,,
385,66,76.466.204-0,gasto,tna solutions,gasto,Mail CH,8,0,mensual,,mam,,,,,,,,,,,,
386,67,76.295.486-9,de baja,telefonica empresas,enlace dedicado,PRO 10,2.25,2.63,mensual,,romina,,,,,17-09-18,,,,,,,
387,68,76.783.127-7,activo,gtd teleductos,enlace dedicado,50-10,6,7.8,mensual,FIL 738564,romina,17-10-18,36,,,17-10-18,528974,,,,,"Chañarcillo 1201, Maipú Santiago",
388,69,76.896.034-8,de baja,gtd teleductos,enlace dedicado,100-10,9,11.02,mensual,,romina,,,,,10-09-18,,,,,,"San francisco de Asis P16 8B, La Reina",
389,70,76.466.204-0,gasto,telefonica empresas,enlace dedicado,10-ene,13,0,mensual,201601212-201711598,mam,,,,,,PSITIE20930,,,,,, 201601212 - 201604274 - 201711598
390,71,76.534.218-k,activo,tna solutions,hosting,renovacion dominio weworkchile,0.4,1.5,anual,,dam,,,,,25-09-18,,,,,,,
391,72,96.521.440-2,activo,tna solutions,telefonia ip,5.000 Min,2.2,3.19,mensual,,romina,,,,,09-10-18,,,,,,,
392,73,76.596.787-2,activo,telefonica empresas,enlace dedicado,UP 100-10,6.39,8.5,mensual,201701759-201503643 - 201505512,mam,04-05-17,60,37,,01-06-17,PSITIE21941,,,,,ISIDORA GOYENECHEA 3120 piso 4,
393,74,76.466.204-0,gasto,tna solutions,gasto,LACNIC,2,0,mensual,,mam,,,,,,,,,,,,pago USD 1k anual 
394,75,76.466.204-0,gasto,ifx,gasto,RACK ifx,20,0,mensual,819319,mao,,,,,,819319,,,,,,
395,76,76.015.531-4,activo,telefonica empresas,enlace dedicado,100-20,6.77,8.14,mensual,201814439,romina,21-11-18,36,,22-11-18,21-11-18,PSITIE26092,,,,,"Mañio 1637, vitacura / El Coigue 3886, Vitacura",
396,77,76.015.531-4,activo,tna solutions,telefonia ip,2000 min,1.5,2.39,mensual,,romina,10-12-18,,,,10-12-18,,,,,,,
397,78,76.466.204-0,gasto,gtd teleductos,enlace dedicado,Entronque 1GB,0,0,mensual,FIL 730395,mao,,,,,15-10-18,523023,,,,,"El Bosque sur 90, las condes",
398,79,96.841.500-K,activo,gtd teleductos,enlace dedicado,100-10,9,14.67,mensual,FIL 730403,romina,25-10-18,36,,,25-10-18,523031,,,,,Maria Josefina S/N Lote 2-05 Parque Industrial,
399,80,77.863.910-6,activo,tna solutions,telefonia ip,500 Min,0.35,0.5,mensual,,romina,01-11-18,,,08-11-18,08-11-18,,,,,,,
400,81,77.863.910-6,activo,tna solutions,hosting,6 GB,0,2.2,anual,,romina,01-11-18,12,,08-11-18,08-11-18,,,,,,,
401,82,76.503.410-8,activo,tna solutions,equipo en comodato,Switch Level one GES-2451,0,0,mensual,,romina,,,,,07-11-18,,,,,,,equipo prestado mientras compra el definitivo 
402,83,76.466.204-0,gasto,3cx,telefonia ip,Ilimitado,1.2,0,mensual,,romina,,,,,,3cx - OKLG-PY3Y-4PVO-O6CB,,,,,,
403,84,76.803.046-4,activo,pit chile,enlace dedicado,Cruzada MURANO,1.35,1.95,mensual,FAC PIT 385,mam,10-05-18,,,,,LLAMOV14429 - LLAMOV 15349,,,,,"ARRAYAN 2750 , PROVIDENCIA",
404,85,76815270-5,activo,pit chile,enlace dedicado,Cruzada MURANO,1.35,1.95,mensual,FAC PIT 51,mam,08-06-17,36,,,,LLAMOV14430,,,,,"Arrayan 2750, of 301, providencia",
405,86,76.607.184-8,activo,ifx,x conect,Cruzada ifx,3,0,mensual,,romina,,,,,,,,,,,,
406,87,76.778.319-1,activo,ifx,x conect,xconect,3,0,mensual,,romina,,,,,,,,,,,,
407,88,76.800.329-7,activo,ifx,x conect,Cruzada GTD,3,0,mensual,,romina,01-11-18,,,15-11-18,15-11-18,,,,,,,
408,89,76.440.437-8,activo,gtd teleductos,enlace dedicado,1 GB,18,31,mensual,FIIL 760331,romina,25-02-19,,,,,546047,,,,,CAMINO A SAN JOSE DE MAIPO #7784. PUENTE ALTO,
409,90,76.440.437-8,activo,tna solutions,pack ip,32 IPs,0.5,4.5,mensual,,romina,25-02-19,,,,,,,,,,,
410,91,76.440.437-8,activo,tna solutions,mb internacional,100,0,8,mensual,,romina,25-02-19,,,,,,,,,,,
411,92,76.440.437-8,activo,tna solutions,boca switch,Boca GB,1,2,mensual,,romina,25-02-19,,,,,,,,,,,
412,93,76.440.437-8,activo,ifx,x conect,Cruzada GTD,3,4,mensual,,romina,25-02-19,,,,,,,,,,,
413,94,76.487.735-7,activo,gtd teleductos,enlace dedicado,100-10,8,10,mensual,Fiil 756286,romina,04-12-18,36,,,,542462,,,,,NUEVA YORK #33. PISO 17 OFI. 17. SANTIAGO,
414,95,76.177.621-5,activo,3cx,telefonia ip,Licencia,13.5,21.1,anual,,romina,28-11-18,12,,08-11-18,08-11-18,,,,,,,
415,96,78.469.420-8,activo,tna solutions,soporte,ANTIVIRUS,8,16.5,bienal,,romina,22-11-18,24,,22-11-18,23-11-18,,,,,,,
416,97,96.785.290-2,activo,tna solutions,soporte,ANTIVIRUS,20,32.85,bienal,,romina,22-11-18,24,,,22-11-18,,,,,,,
417,98,76.466.204-0,gasto,pit chile,x conect,VLAN Silica,0.5,0,mensual,FAC 615,mao,04-12-18,,,,04-12-18,FAC 615,,,,,El Bosque norte 90,
418,99,99.560.290-3,activo,tna solutions,telefonia ip,Sip peru 2 DID - 4 Canales,2.61,3.2,mensual,,mao,15-04-19,,,,15-04-19,,,,,,,
419,100,76.466.204-0,gasto,ifx,x conect,PIT 1er X 1 GB,0,0,mensual,,mao,,,,,,,,,,,,
420,101,76.466.204-0,gasto,ifx,x conect,PIT 2do X 1 GB,0,0,mensual,,mao,,,,,,,,,,,,
421,102,76.466.204-0,gasto,ifx,x conect,Badajoz 45 ,3.5,0,mensual,819324,mao,,,,,,819324,,,,,,
422,103,76.480.929-7,activo,ifx,x conect,1 GB,3,4,mensual,,mao,,,,,01-11-18,,,,,,,
423,104,76.466.204-0,gasto,ifx,x conect,10 GB Nac,10,0,mensual,,mao,,,,,,,,,,,,
424,105,76.466.204-0,gasto,ifx,enlace dedicado,100MB Internacional,22.5,0,mensual,,mao,,,,,01-11-18,,,,,,,
425,106,76.466.204-0,gasto,ifx,x conect,Entronque GTD,0,0,mensual,,mao,,,,,01-10-18,,,,,,,
426,107,76.466.204-0,gasto,tna solutions,gasto,Impo,80,0,mensual,,mam,,,,,,,,,,,,
427,108,76.466.204-0,gasto,ifx,gasto,50 MB internacional,16,0,mensual,819322,mao,,,,,01-11-18,819322,,,,,,
428,109,76.523.625-8,activo,tna solutions,hosting,Hosting 9 GB,0,2,mensual,,dam,,,,,,,,,,,,
429,110,76.466.204-0,gasto,didww,did adicional,DID internacionales,1.15,0,mensual,,mam,,,,,,,,,,,,
430,111,99.560.290-3,activo,didww,did adicional,DID de peru x 4,0.8,2,mensual,,mao,15-04-19,,,,15-04-19,,,,,,,+ 51 (1) 6419220 - + 51 (1) 6419162
432,113,76.914.621-0,de baja,gtd teleductos,punto a punto,1 GB- 100,18,23,mensual,FIIL 764881,romina,,,,,,549568,,,,,"Dámaso Alonso 10893, La pintana",
433,114,76.914.621-0,de baja,tna solutions,adsl,100,6,6,mensual,,romina,,,,,,,,,,,,
434,115,76.914.621-0,de baja,ifx,x conect,cruzada GTD,3,4,mensual,,romina,,,,,,,,,,,,
435,116,76.914.621-0,de baja,tna solutions,boca switch,Boca 1GB,0,2,mensual,,romina,,,,,,,,,,,,
436,117,76.366.405-8,activo,gtd teleductos,punto a punto,1 GB,18.5,35,mensual,FIIL 764937,romina,31-01-19,,,,31-01-19,549625,,,,,"Los Naranjos 02709, La Pintana",
437,118,76.366.405-8,activo,tna solutions,boca switch,Boca 1GB,0,8,mensual,,romina,31-01-19,,,,31-01-19,,,,,,,
438,119,76.366.405-8,activo,ifx,x conect,Cruzada GTD,3,4,mensual,,romina,31-01-19,,,,31-01-19,,,,,,,
439,120,76.466.204-0,gasto,tna solutions,gasto,Cpanel - WHM,1.3,0,mensual,,mam,,,,,,,,,,,,
440,121,76.534.218-k,activo,tna solutions,vpn,Vlan Netquest x 3,0,1.5,mensual,,mao,,,,,,,,,,,,
441,122,76.466.204-0,gasto,gtd teleductos,enlace dedicado,1GB Entronque IFX ,0,0,mensual,523023,romina,01-10-18,,,,,523023,,,,,,
442,123,76.424.331-5,activo,tna solutions,did adicional,2 DID adicional,0,0.4,mensual,,romina,19-02-19,,,,19-02-19,,,,,,,
443,124,76.503.410-8,activo,tna solutions,enlace dedicado,100/100,0,12,mensual,,romina,21-02-19,36,,,21-02-19,,,,,,"Badajoz 45, piso 9",
444,125,76.541.256-0,activo,tna solutions,equipo en arriendo,MKT,0,1,mensual,,romina,15-02-19,,,,15-02-19,,,,,,,
445,126,76.117.337-5,activo,tna solutions,enlace dedicado,100/10,0,10,mensual,,romina,,,,,,,,,,,"Badajoz 45, piso 21",
446,127,76.117.337-5,activo,tna solutions,telefonia ip,1k,0.69,0.98,mensual,,romina,,,,,,,,,,,,
447,128,76.466.204-0,activo,silica,mb internacional,100 mb,12.5,0,mensual,,mao,,,,,,,,,,,,
448,129,76.978.069-6,activo,tna solutions,telefonia ip,Basica,0.3,0.5,mensual,,dam,,,,,12-03-19,,,,,,,
449,130,76.553.667-7,activo,gtd teleductos,enlace dedicado,10-ene,4.08,8,mensual,FIIL 775768,romina,,36,,,,,,,,,"AVENIDA VENTISQUERO 1225, BODEGA 70",
450,131,76.553.667-7,en instalacion,tna solutions,telefonia ip,1.000 min,0.7,0.98,mensual,,romina,,,,,,,,,,,,
451,132,76.783.127-7,activo,gtd teleductos,enlace dedicado,2do enlace PRO Southern Vending,0,2.63,mensual,FIL 738564,romina,17-10-18,36,,,17-10-18,528974,,,,,"Chañarcillo 1201, Maipú Santiago",
452,133,76129526-4,gasto,telefonica empresas,enlace dedicado,cobro por traslado,0.6,1.35,mensual,201700957,mam,26-12-17,,,,,PSITIE21733,,,,,UP grade nueva costanera,
453,134,76129526-4,gasto,telefonica empresas,enlace dedicado,cobro por traslado,0.1,0,mensual,201504715,mam,26-12-17,,,,,PSITIE21733,,,,,"Traslado de pio nono a Nueva costanera 4261, Vitacura",
454,135,76129526-4,gasto,telefonica empresas,enlace dedicado,cobro por traslado,0.1,0,mensual,201604274,mam,,,,,, PSITIE24777 - PSITIE23755,,,,,de huerfanos a isidora goyenechea,
455,136,53.322.520-9,activo,tna solutions,enlace dedicado,100-10,0,1.33,mensual,,romina,,,,,,,,,,,"Badajoz 45, las condes",
456,137,53.322.520-9,activo,tna solutions,telefonia ip,1.000 min,0.1,0.42,mensual,,romina,,,,,,,,,,,,
457,138,53.322.520-9,activo,tna solutions,equipo en arriendo,T19 compartido,0,0.09,mensual,,romina,,,,,,,,,,,,
458,139,53.322.520-9,activo,tna solutions,equipo en arriendo,T19 compartido,0,0.09,mensual,,romina,,,,,,,,,,,,
459,140,53.322.520-9,activo,tna solutions,equipo en arriendo,T19 compartido,0,0.09,mensual,,romina,,,,,,,,,,,,
460,141,53.322.520-9,activo,tna solutions,equipo en arriendo,T19 compartido,0,0.09,mensual,,romina,,,,,,,,,,,,
461,142,53.322.520-9,activo,tna solutions,equipo en arriendo,T19 compartido,0,0,mensual,,romina,,,,,,,,,,,,
462,143,53.322.520-9,activo,tna solutions,equipo en arriendo,T19 compartido,0,0.09,mensual,,romina,,,,,,,,,,,,
463,144,53.322.520-9,activo,tna solutions,equipo en arriendo,T19 compartido,0,0.09,mensual,,romina,,,,,,,,,,,,
464,145,53.322.520-9,activo,tna solutions,equipo en arriendo,T19 compartido,0,0.09,mensual,,romina,,,,,,,,,,,,
465,146,53.322.520-9,activo,tna solutions,equipo en arriendo,MIKROTIK RB3011 compartido,0,0.44,mensual,,romina,,,,,,,,,,,,
466,147,76.381.314-2,en instalacion,gtd teleductos,enlace dedicado,100-10 - 1:4,4.8,5.9,mensual,,romina,,,,,,,,,,,"Américo Vespucio 1731, Quilicura",
467,148,76.381.314-2,en instalacion,tna phone,telefonia ip,1.000 min,1.3,1.96,mensual,,romina,,,,,,,,,,,,
468,149,76.523.625-8,en instalacion,telefonica empresas,enlace dedicado,10-ene,6,8,mensual,,romina,,,,,,,,,,,"San Nicolás 795, San Miguel",
469,150,99.556.110-7,en instalacion,telefonica empresas,vpn,VPLS,1,1.6,mensual,,mao,,,,,,,,,,,,
470,151,93.689.000-8,en instalacion,telefonica empresas,mpls,100,5.9,8.27,mensual,,romina,,,,,,,,,,, San Isidro 1675. Santiago Centro.,
471,152,93.689.000-8,en instalacion,telefonica empresas,mpls,10,7.12,9.25,mensual,,romina,,,,,,,,,,,"Manuel Rodriguez 417, Concepción.",
472,153,93.689.000-8,en instalacion,telefonica empresas,mpls,10,5.02,6.52,mensual,,romina,,,,,,,,,,,Av. Matta 241. Santiago Centro.,
473,154,93.689.000-8,en instalacion,telefonica empresas,mpls,10,5.02,6.52,mensual,,romina,,,,,,,,,,,Av. Las Condes 7700. Las Condes.,
474,155,76.144.594-4,activo,3cx,telefonia ip,licencia 3cx,30.4,86,anual,,romina,,,,,,,,,,,,
475,156,76.117.337-5,activo,tna solutions,vps,50 GB,0,1,mensual,,romina,01-04-19,,,,01-04-19,,,,,,,
476,157,76.848.887-8,activo,telefonica mayorista,enlace dedicado,200-10,11.38,18.5,mensual,FAC Pit 187 - FAC TNA 153,romina,,36,,,,LLAMOV 14807,,,,,,
477,158,76129526-4,gasto,telefonica empresas,enlace dedicado,cobro por traslado,0.1,0,mensual,201602095 - 201712279,mam,,,,,, PSITIE24777 - PSITIE23755,,,,,Traslado de Isidora 3900 a Jose alcalde Delano ,
478,159,78.454.700-0,gasto,telefonica empresas,enlace dedicado,Cobro por traslado,0.1,0,mensual,201603630,mam,,,,,,VIP13678,,,,,"Santa Maria 7030, Vitacura",
479,160,76.304.060-7,gasto,telefonica empresas,enlace dedicado,Cobro por traslado,0.1,0,mensual,201603922,mam,,,,,,PSITIE20771,,,,,Huérfanos 786 oficina 1200,
480,161,76874538-2,activo,tna solutions,telefonia ip,500 min,0.42,0.6,mensual,,mam,,,,,,,,,,,,
481,162,76874538-2,activo,tna solutions,reseller,30 GB,0,0.72,mensual,,mam,,,,,,,,,,,,
482,163,76.596.787-2,gasto,telefonica empresas,enlace dedicado,cobro por traslado,0.1,0,mensual,201503643 - 201505512,romina,,,,,,,,,,,,
483,164,99.556.110-7,gasto,telefonica empresas,enlace dedicado,Cobro por traslado,0.1,0,mensual,201600044,romina,,,,,,,,,,,,
484,165,76.848.190-3,gasto,telefonica empresas,enlace dedicado,cobro por traslado,0.1,0,mensual,201601774-201805476,mam,,,,,,PSTIE20068 - PSITIE24837,,,,,,
485,166,77.597.410-9,gasto,telefonica empresas,enlace dedicado,cobro por traslado,0.1,0,mensual,201602930,mam,,,,,,PSITIE20459,,,,,,
486,167,76.099.521-5,gasto,telefonica empresas,enlace dedicado,cobro por traslado,1.68,0,mensual,201502551-201504640,mam,01-04-18,29,,,01-04-18,PSITIE19092,,,,,"Avenida del Parque 4928,  Oficina 426, Ciudad Empresarial",
487,168,76.858.593-8,gasto,telefonica empresas,enlace dedicado,cobro por traslado,0.16,0,mensual,201501642,mam,01-04-18,60,,,01-04-18,PSITIE18509,,,,,,
488,169,76129526-4,gasto,telefonica empresas,enlace dedicado,cobro por traslado,0.6,0,mensual,201700957 - 201712658,mam,01-07-17,60,,,01-07-17,PSITIE21733 - PSITIE21733,,,,,,
489,170,76.186.746-6,gasto,telefonica empresas,enlace dedicado,cobro por PEX,4.67,0,mensual,,mam,23-09-15,60,,,23-09-15,,,,,,,
